Matrix order, Jacobi Sequential, Jacobi Paralell, Seidel Sequential, Seidel Parallel, Seidel Unstable
5271, 1219.678250, 640.023250, 1022.823700, 615.860400, 533.229750
5272, 1213.914200, 643.725300, 1017.516550, 680.903400, 533.641300
5273, 1207.373250, 644.431950, 1009.972350, 617.209650, 534.783050
5274, 1208.025050, 648.120250, 1012.861700, 618.235650, 550.191800
5275, 1414.316650, 755.346850, 1212.788200, 617.395400, 632.768300
5276, 1210.781300, 649.903550, 1010.490500, 616.524200, 536.630700
5277, 1215.299250, 644.778600, 1013.315450, 615.827550, 534.166750
5278, 1219.203450, 647.539900, 1019.371950, 620.987250, 540.937300
5279, 1018.138350, 538.838000, 1017.423900, 619.611150, 542.307750
5280, 1216.333250, 649.227550, 1013.716100, 615.492750, 540.654150
5281, 1212.235650, 646.063100, 1014.558800, 612.418250, 532.525000
5282, 1211.357200, 647.691200, 1013.151650, 619.435650, 539.726050
5283, 1220.410900, 645.189050, 1018.566150, 617.979300, 535.332900
5284, 1419.439650, 756.763050, 1016.606400, 619.547000, 608.541400
5285, 1214.487150, 653.583850, 1014.664600, 617.413550, 536.838050
5286, 1012.345400, 539.479050, 1015.544500, 617.286400, 537.869550
5287, 1218.931900, 647.035600, 1018.600900, 619.454500, 534.215400
5288, 1218.927600, 651.874950, 1019.269150, 618.450750, 534.180700
5289, 1425.306500, 757.771700, 1021.644400, 617.316250, 639.414850
5290, 1216.737850, 645.435750, 1018.566950, 620.597550, 537.107050
5291, 1213.190750, 654.345050, 1017.322950, 619.731950, 589.561750
5292, 1233.833550, 643.549300, 1032.263950, 618.986000, 535.692450
5293, 1221.192050, 648.686500, 1022.261000, 621.687650, 597.125200
5294, 1015.377700, 546.171150, 1016.452300, 616.843900, 542.339050
5295, 1224.776850, 650.820700, 1021.924100, 620.704350, 543.256550
5296, 1226.705900, 655.017850, 1022.150150, 621.653700, 589.938350
5297, 1225.867900, 651.407850, 1223.100750, 747.179000, 555.676500
5298, 1016.922550, 542.470500, 1018.713350, 617.090300, 539.313250
5299, 1226.883500, 650.044650, 1024.544900, 621.239600, 536.982400
5300, 1019.498700, 543.952950, 1019.828950, 624.163000, 541.970550
5301, 1232.833450, 652.377650, 1026.736550, 616.663100, 538.455600
5302, 1226.732400, 654.375450, 1223.669800, 621.623050, 648.003950
5303, 1227.198900, 653.709450, 1027.625600, 622.881450, 541.538100
5304, 1224.727300, 654.330600, 1022.023300, 623.270500, 540.485350
5305, 1474.714050, 715.527300, 1231.506900, 672.174700, 615.258450
5306, 1222.679600, 656.322500, 1023.575800, 623.070000, 542.840550
5307, 1225.909800, 655.619450, 1225.157800, 622.092800, 541.192350
5308, 1429.340700, 766.180400, 1231.494800, 623.772050, 728.339800
5309, 1022.370650, 540.410500, 1024.277750, 622.012600, 536.481200
5310, 1239.776800, 658.603800, 1039.159500, 628.314500, 546.941050
5311, 1042.380600, 543.308700, 1043.163750, 626.104850, 545.907000
5312, 1234.317550, 653.463800, 1031.081200, 622.579200, 543.942600
5313, 1225.359000, 653.484350, 1024.550300, 625.613200, 542.556850
5314, 1232.054350, 654.836300, 1029.761650, 623.290950, 543.237200
5315, 1233.297000, 651.004550, 1027.687400, 627.732150, 552.526600
5316, 1230.166950, 658.410200, 1030.656550, 624.230900, 551.217300
5317, 1235.648500, 658.187300, 1035.972600, 623.579850, 541.238700
5318, 1025.442200, 548.713100, 1032.693500, 627.009350, 546.470550
5319, 1230.998300, 661.667800, 1028.154800, 631.968350, 548.699600
5320, 1237.107500, 657.434650, 1031.966050, 625.037750, 546.982350
5321, 1232.329050, 660.322500, 1027.209300, 626.972450, 592.952300
5322, 1025.750600, 546.333550, 1033.071000, 626.562050, 543.240850
5323, 1025.906900, 548.258200, 1025.713550, 625.550450, 543.510100
5324, 1230.148900, 659.757350, 1027.661300, 623.831450, 547.910600
5325, 1235.203250, 657.031900, 1034.919850, 747.698350, 542.408700
5326, 1238.987200, 664.003350, 1240.000550, 625.872100, 606.570600
5327, 1247.116900, 656.521950, 1038.281700, 748.525900, 546.963700
5328, 1241.058900, 658.449500, 1038.523450, 629.462400, 543.422950
5329, 1235.162000, 657.600750, 1239.041550, 628.642950, 573.230600
5330, 1233.373350, 658.985650, 1031.874250, 628.852100, 550.776250
5331, 1031.285300, 549.538150, 1033.664100, 631.954600, 546.003800
5332, 1237.487400, 660.729100, 1034.877800, 625.164400, 545.215250
5333, 1232.531200, 661.086450, 1028.936350, 627.323800, 544.175600
5334, 1036.469600, 549.430900, 1035.178050, 632.008300, 548.086150
5335, 1238.217700, 663.443450, 1035.097300, 629.579850, 548.172600
5336, 1241.729300, 663.621850, 1034.995050, 627.447150, 546.471550
5337, 1241.945200, 661.014600, 1040.102450, 624.599650, 546.267450
5338, 1235.472400, 665.309750, 1035.574450, 629.198900, 554.406400
5339, 1240.176700, 659.055250, 1034.474200, 628.357100, 548.842950
5340, 1239.210450, 663.398100, 1034.623950, 631.256750, 549.818700
5341, 1030.196800, 549.906900, 1034.366850, 630.092200, 542.640900
5342, 1243.356200, 666.013300, 1039.369950, 631.879550, 555.986000
5343, 1246.754200, 662.867100, 1042.097250, 636.000050, 553.872300
5344, 1238.221550, 665.659850, 1038.120900, 629.748250, 547.366050
5345, 1035.445150, 555.045800, 1035.890400, 629.669850, 549.174950
5346, 1038.087900, 557.067850, 1038.708200, 629.212700, 548.155400
5347, 1037.008250, 552.626800, 1039.592850, 628.988900, 546.296100
5348, 1240.821700, 664.925800, 1036.900650, 627.399350, 547.814000
5349, 1249.620000, 663.240850, 1045.146200, 631.289150, 553.878500
5350, 1245.720450, 663.164750, 1042.563600, 632.049200, 547.200300
5351, 1242.206200, 668.770900, 1245.485550, 634.631850, 577.664200
5352, 1254.221500, 660.868000, 1046.336550, 635.425750, 549.978800
5353, 1249.103900, 667.180000, 1043.145400, 632.328750, 562.443800
5354, 1246.778500, 663.225000, 1041.276850, 635.432650, 629.867500
5355, 1248.157800, 667.287350, 1040.820850, 632.488050, 553.846400
5356, 1038.179700, 551.266350, 1041.476300, 633.530700, 551.084800
5357, 1038.856200, 556.789650, 1040.348550, 631.804900, 550.896650
5358, 1254.521350, 667.405750, 1047.027250, 632.253750, 551.322850
5359, 1256.513550, 666.533650, 1047.019100, 631.964750, 550.324550
5360, 1248.131700, 666.774900, 1041.871050, 635.807450, 554.909200
5361, 1254.758150, 666.442900, 1252.905850, 635.227050, 549.212900
5362, 1253.960800, 669.368600, 1046.673950, 631.460950, 552.722450
5363, 1260.380350, 665.454450, 1052.217600, 632.073250, 549.807200
5364, 1252.782100, 666.158550, 1044.728550, 635.756350, 553.986550
5365, 1253.175750, 665.181400, 1049.583400, 634.726350, 553.232600
5366, 1254.813600, 671.351400, 1046.856200, 764.574550, 556.811350
5367, 1253.576600, 671.565850, 1046.729000, 631.996200, 576.636750
5368, 1256.733850, 671.118650, 1049.175700, 635.188400, 550.503800
5369, 1253.501250, 669.890750, 1045.833850, 639.504400, 626.606750
5370, 1256.224800, 671.224250, 1052.077700, 762.881900, 554.490400
5371, 1256.355900, 671.895000, 1257.353300, 633.240250, 650.897550
5372, 1046.102600, 559.549350, 1049.665350, 763.455850, 552.116800
5373, 1269.102400, 663.815400, 1058.348050, 635.495500, 553.091850
5374, 1086.187350, 574.571450, 1090.143550, 652.755150, 581.341050
5375, 1306.220550, 689.010450, 1088.934000, 650.015750, 579.782400
5376, 1257.187400, 669.888650, 1053.384400, 633.872950, 557.913000
5377, 1259.798350, 670.111400, 1049.855050, 638.254750, 555.924000
5378, 1261.589300, 670.122350, 1055.200800, 638.205650, 556.875350
5379, 1259.558850, 671.063300, 1054.148850, 765.095800, 555.064100
5380, 1260.119200, 669.214650, 1049.252100, 637.685300, 555.420500
5381, 1258.447050, 669.533400, 1259.381550, 639.247200, 589.159500
5382, 1263.828950, 669.044700, 1059.616150, 644.411350, 642.005500
5383, 1270.578650, 665.597300, 1065.726350, 638.411300, 554.587600
5384, 1258.352500, 674.752050, 1050.541350, 641.086800, 556.970000
5385, 1272.148150, 671.169150, 1066.054800, 636.560050, 555.634300
5386, 1261.088050, 667.163350, 1056.172350, 642.971000, 554.494500
5387, 1257.780750, 676.083500, 1259.978450, 639.548400, 671.963450
5388, 1260.072250, 672.185450, 1051.246350, 640.963250, 557.445800
5389, 1053.948300, 560.950250, 1055.735300, 636.756200, 556.815500
5390, 1052.697250, 566.092250, 1056.762300, 763.101500, 561.507150
5391, 1270.048150, 671.593600, 1065.058650, 640.873800, 555.819050
5392, 1262.156500, 672.892700, 1053.812400, 641.273300, 558.799350
5393, 1267.824300, 671.781500, 1058.937950, 639.314950, 556.860350
5394, 1273.321400, 674.287350, 1062.060950, 643.469800, 555.975300
5395, 1267.637800, 671.331250, 1059.602450, 637.805650, 555.096600
5396, 1274.615650, 673.808500, 1066.987450, 641.653750, 611.487400
5397, 1054.316600, 562.164250, 1056.899550, 642.713800, 560.139850
5398, 1265.948950, 677.760400, 1057.084950, 771.814550, 606.492200
5399, 1060.264950, 561.501500, 1061.539850, 642.387500, 560.303150
5400, 1480.840550, 790.708350, 1274.756100, 771.717150, 618.625600
5401, 1057.760850, 560.473200, 1062.418900, 644.211100, 560.251000
5402, 1271.264800, 674.638000, 1064.295900, 642.948800, 561.717550
5403, 1267.131000, 681.010400, 1055.799800, 645.426150, 566.418100
5404, 1267.392400, 675.550300, 1060.904650, 645.059200, 560.526550
5405, 1272.539350, 677.812000, 1062.994600, 648.060350, 562.529750
5406, 1281.727000, 675.703150, 1070.309000, 649.297300, 566.195950
5407, 1282.134250, 674.932750, 1067.776650, 774.092050, 564.485600
5408, 1274.438900, 673.135550, 1063.743350, 646.546500, 559.850950
5409, 1270.284700, 681.276450, 1060.347250, 646.436500, 579.740300
5410, 1270.872350, 684.498650, 1061.814600, 643.674950, 563.887200
5411, 1271.461400, 678.769600, 1068.005250, 642.316700, 562.374950
5412, 1059.736150, 565.054050, 1060.817300, 649.014850, 559.294300
5413, 1281.051600, 676.494150, 1070.407550, 645.921550, 642.828800
5414, 1062.445450, 564.866450, 1065.383500, 647.487150, 558.990500
5415, 1285.224550, 674.072950, 1074.962300, 643.926200, 561.037900
5416, 1275.807450, 680.878000, 1065.181100, 647.635150, 564.089150
5417, 1272.768900, 680.234250, 1064.944700, 643.378950, 563.904800
5418, 1276.451150, 685.150400, 1066.962700, 652.425050, 565.188050
5419, 1286.729400, 676.069300, 1073.528250, 642.993150, 561.520950
5420, 1068.739150, 566.368600, 1068.184900, 644.071800, 564.613400
5421, 1280.113100, 677.519500, 1068.615900, 645.774700, 561.163850
5422, 1071.830200, 564.924550, 1075.998500, 649.284850, 562.730200
5423, 1282.456200, 683.896600, 1071.347100, 649.209850, 566.384200
5424, 1283.710150, 684.287050, 1283.599000, 645.702000, 682.161000
5425, 1275.787000, 684.039000, 1066.245700, 650.421050, 564.129200
5426, 1068.594450, 567.222650, 1068.577300, 646.736200, 563.207750
5427, 1070.829100, 566.830700, 1074.936400, 647.595450, 563.795850
5428, 1282.529550, 692.423550, 1289.668050, 651.568150, 568.920900
5429, 1277.226350, 683.725250, 1070.072900, 756.499450, 568.300500
5430, 1071.090500, 571.941500, 1072.020800, 651.373450, 566.923350
5431, 1285.157150, 682.451900, 1071.181250, 781.766800, 569.236600
5432, 1078.472900, 563.762650, 1080.397750, 776.722350, 566.824700
5433, 1289.104600, 677.925350, 1077.633450, 648.553700, 592.582700
5434, 1070.889250, 568.308550, 1072.925150, 651.232150, 565.003550
5435, 1077.721850, 564.716950, 1082.129450, 649.931550, 562.542500
5436, 1070.453650, 569.126700, 1074.845800, 649.130050, 566.395950
5437, 1289.260850, 685.178050, 1078.083600, 652.109900, 569.722950
5438, 1081.439450, 572.921100, 1082.624100, 656.986350, 575.582500
5439, 1296.263300, 689.421750, 1084.017000, 653.120500, 574.600550
5440, 1288.737550, 683.033150, 1075.574250, 649.919200, 566.689650
5441, 1074.918500, 567.824500, 1076.300000, 651.552900, 565.353550
5442, 1284.763200, 686.486200, 1074.292450, 656.972400, 569.393550
5443, 1312.365150, 748.126250, 1082.253200, 655.234450, 572.415700
5444, 1292.936500, 687.113250, 1078.812900, 653.060950, 573.466350
5445, 1289.966800, 688.843800, 1079.221100, 654.148350, 611.651500
5446, 1077.048700, 569.828150, 1080.460200, 653.143600, 568.176850
5447, 1285.906500, 693.949550, 1077.166900, 654.811750, 571.678300
5448, 1289.844250, 689.885650, 1076.715450, 651.693000, 571.816400
5449, 1290.562650, 693.998550, 1077.612800, 653.548750, 573.486550
5450, 1081.313550, 573.284400, 1082.597500, 657.232800, 566.732450
5451, 1292.200950, 692.502350, 1080.497050, 653.913450, 571.252700
5452, 1301.193750, 691.085400, 1083.431400, 653.316700, 570.274850
5453, 1511.463750, 800.059450, 1517.362650, 656.034200, 679.459450
5454, 1301.197500, 691.024750, 1088.447350, 657.349250, 572.297150
5455, 1298.893150, 688.586800, 1086.310550, 656.037900, 573.685150
5456, 1301.224350, 690.744900, 1085.151200, 656.058350, 571.258700
5457, 1294.150900, 689.783450, 1080.468250, 658.754900, 571.627150
5458, 1297.023250, 693.840600, 1301.869400, 655.257500, 595.784350
5459, 1080.406600, 574.607400, 1082.706100, 656.305800, 572.754100
5460, 1294.232100, 690.578850, 1086.113600, 659.281800, 663.273750
5461, 1301.366950, 692.132850, 1084.838550, 655.860900, 571.317750
5462, 1301.469700, 694.494000, 1084.586900, 658.456200, 568.377450
5463, 1087.015400, 570.566300, 1088.097800, 655.552600, 572.397800
5464, 1308.646200, 683.912000, 1094.093750, 651.051200, 572.120100
5465, 1295.030350, 692.555500, 1080.828350, 661.088850, 573.086850
5466, 1082.083900, 577.272900, 1084.444350, 656.124900, 574.732500
5467, 1306.368100, 694.919500, 1090.082400, 658.602450, 573.181400
5468, 1085.072500, 570.767550, 1085.860650, 653.587600, 572.959500
5469, 1084.034250, 575.287200, 1086.032100, 653.131800, 574.108750
5470, 1310.570450, 693.397850, 1094.379750, 657.260150, 578.975400
5471, 1309.974500, 691.660650, 1094.535750, 661.767900, 574.562250
5472, 1302.579650, 691.814550, 1090.233600, 656.116900, 570.674250
5473, 1090.086050, 574.313750, 1094.245500, 659.163700, 574.576900
5474, 1301.121950, 699.566000, 1087.327750, 659.339000, 578.879350
5475, 1302.516450, 696.267400, 1086.374050, 663.393500, 573.038350
5476, 1301.755800, 694.961000, 1084.725250, 657.450800, 575.242250
5477, 1094.758450, 573.693400, 1093.201400, 659.035350, 571.322800
5478, 1311.097250, 694.584750, 1095.310600, 662.994850, 577.311700
5479, 1318.724700, 689.093050, 1318.188850, 655.900900, 589.108750
5480, 1307.560850, 697.599950, 1091.997500, 660.878850, 578.684450
5481, 1307.928650, 697.602650, 1093.036950, 659.150050, 659.266300
5482, 1307.815350, 692.902150, 1091.751450, 659.336950, 572.966950
5483, 1310.414700, 697.672000, 1096.850000, 662.386500, 581.127500
5484, 1309.744400, 700.166650, 1092.581850, 661.495200, 579.439100
5485, 1092.546750, 577.636550, 1092.911200, 659.978950, 578.135000
5486, 1319.025900, 696.226750, 1317.202350, 661.138000, 685.650800
5487, 1310.023050, 703.940200, 1098.450150, 659.861950, 642.448000
5488, 1311.481000, 698.268900, 1092.167400, 665.412100, 581.451150
5489, 1306.470000, 699.299300, 1090.086950, 662.823300, 580.870400
5490, 1316.997250, 696.931000, 1101.234650, 663.113400, 575.900150
5491, 1308.833250, 697.528900, 1094.964300, 660.611400, 580.476850
5492, 1094.747700, 583.242200, 1092.841300, 664.080450, 582.040800
5493, 1092.006400, 583.160400, 1092.267100, 664.981750, 580.084500
5494, 1318.497100, 697.716200, 1103.033400, 794.554850, 582.048150
5495, 1315.195200, 695.525400, 1098.051850, 664.951300, 579.572050
5496, 1311.889200, 697.951300, 1097.133500, 665.295400, 582.129450
5497, 1316.674500, 704.087000, 1103.252550, 665.118000, 579.343500
5498, 1314.755200, 705.471850, 1097.795850, 660.570450, 584.348400
5499, 1314.708250, 702.687250, 1102.090200, 664.429150, 586.764100
5500, 1312.573600, 700.038600, 1100.517400, 665.335050, 692.496850
5501, 1100.418600, 584.837550, 1098.850650, 668.336500, 580.247250
5502, 1565.746050, 825.880000, 1129.575950, 674.545950, 714.342700
5503, 1123.111550, 590.745700, 1121.824150, 675.760900, 598.371250
5504, 1317.105400, 701.941750, 1099.729100, 660.907500, 581.499850
5505, 1323.162050, 699.401250, 1104.363950, 664.639050, 580.537900
5506, 1320.496300, 705.934150, 1101.102300, 667.342300, 583.111950
5507, 1324.728950, 701.172150, 1105.799400, 660.998400, 581.323650
5508, 1315.715700, 701.876500, 1322.928150, 664.300850, 646.469250
5509, 1104.651400, 582.124000, 1106.230900, 801.423450, 580.731950
5510, 1102.768150, 582.437350, 1103.963900, 667.960000, 582.210050
5511, 1100.772150, 587.585000, 1102.084100, 666.848200, 585.539850
5512, 1322.158600, 700.611450, 1105.317100, 664.652100, 583.818600
5513, 1111.052700, 577.703100, 1116.762500, 660.974700, 579.448950
5514, 1549.668950, 815.734150, 1331.888250, 803.551650, 656.082550
5515, 1323.191900, 701.660050, 1107.519000, 667.086200, 580.310500
5516, 1328.996500, 698.312150, 1109.302500, 664.369100, 581.561200
5517, 1325.729650, 705.596850, 1106.749150, 666.676100, 581.934100
5518, 1106.635700, 587.118500, 1111.364000, 669.173150, 583.389400
5519, 1331.822850, 704.310400, 1110.992400, 666.891150, 582.066600
5520, 1108.191000, 589.913100, 1109.130100, 665.614050, 585.789600
5521, 1331.770700, 705.327900, 1107.109050, 671.829000, 582.006950
5522, 1328.314750, 704.901900, 1112.022100, 669.072000, 585.414650
5523, 1108.166300, 590.150150, 1113.559600, 667.756550, 589.468400
5524, 1323.048350, 705.623600, 1106.761850, 668.763350, 587.818900
5525, 1325.192200, 706.837600, 1108.735000, 672.074400, 584.038500
5526, 1331.831550, 709.451250, 1115.549150, 669.328150, 587.215850
5527, 1331.951250, 703.147650, 1114.461300, 671.142100, 588.114650
5528, 1108.203700, 588.551050, 1110.297050, 807.101650, 585.180150
5529, 1332.533300, 708.786650, 1112.747900, 670.081950, 707.534800
5530, 1330.657650, 709.445800, 1115.150000, 673.664950, 587.448850
5531, 1330.921500, 707.944500, 1335.141300, 672.758400, 613.835750
5532, 1326.332950, 707.099850, 1109.766000, 670.492050, 583.422700
5533, 1331.963400, 708.614700, 1112.236700, 672.466750, 630.776800
5534, 1345.669400, 709.307200, 1124.165200, 674.485950, 594.468750
5535, 1336.857900, 711.635500, 1117.361000, 809.197400, 590.741200
5536, 1336.439700, 714.216800, 1115.412950, 675.120050, 585.942600
5537, 1340.660350, 705.899450, 1342.556250, 672.570450, 587.594850
5538, 1334.348050, 712.601400, 1118.292750, 810.192900, 588.311000
5539, 1337.278650, 706.376700, 1114.880550, 671.078350, 585.892100
5540, 1114.065800, 591.215300, 1114.536400, 675.030500, 588.195200
5541, 1333.799750, 715.326450, 1112.598350, 671.173400, 594.515700
5542, 1339.438350, 711.271550, 1344.150450, 671.780650, 589.753550
5543, 1338.782000, 713.453700, 1118.650600, 813.207250, 591.156150
5544, 1340.584600, 713.720400, 1118.194700, 673.219650, 604.090850
5545, 1337.528700, 709.536900, 1338.825100, 682.820400, 589.209900
5546, 1331.394700, 710.822650, 1333.051800, 678.435500, 631.533150
5547, 1117.639550, 590.835100, 1119.276700, 806.352550, 586.211100
5548, 1112.581300, 592.395550, 1115.549100, 672.825450, 592.287500
5549, 1337.786400, 713.752850, 1116.364150, 680.210300, 592.509050
5550, 1345.259150, 718.063600, 1123.400400, 677.007400, 593.487400
5551, 1340.187500, 716.803950, 1122.993750, 677.762000, 589.676450
5552, 1340.856450, 710.910000, 1119.586150, 677.107750, 588.266350
5553, 1120.691350, 593.494850, 1122.171250, 679.141300, 589.391650
5554, 1570.631750, 829.341850, 1123.978800, 679.416300, 709.344650
5555, 1348.509250, 710.894450, 1125.481600, 679.015750, 591.464650
5556, 1348.383300, 712.340800, 1351.142500, 678.860600, 595.767450
5557, 1343.908250, 718.310150, 1124.295800, 816.002750, 591.151900
5558, 1347.705700, 718.294050, 1125.451600, 681.554350, 595.320550
5559, 1349.205750, 715.122200, 1131.991000, 680.730050, 600.800000
5560, 1348.816700, 714.363700, 1129.331350, 818.029000, 594.032350
5561, 1121.791250, 592.703550, 1123.468950, 678.661750, 593.299500
5562, 1351.137200, 716.131450, 1126.981800, 816.711500, 591.613750
5563, 1351.879250, 714.532000, 1127.984650, 680.629200, 592.126650
5564, 1123.234200, 594.525300, 1126.791650, 680.199350, 593.614150
5565, 1130.545650, 594.011050, 1131.026100, 680.312750, 591.782850
5566, 1369.834200, 715.082200, 1146.163150, 683.331850, 601.176000
5567, 1366.458750, 716.936450, 1140.860200, 687.736000, 639.763950
5568, 1349.922200, 714.527850, 1127.173350, 683.247750, 599.524800
5569, 1355.139350, 717.884000, 1132.132700, 680.863500, 596.931450
5570, 1123.676750, 597.180400, 1123.919900, 681.106950, 594.856200
5571, 1355.971300, 712.385300, 1135.114250, 678.473800, 592.761650
5572, 1350.614700, 717.601600, 1127.974200, 682.017400, 595.311900
5573, 1131.492800, 590.931700, 1137.650900, 676.904650, 590.571450
5574, 1356.411050, 721.659550, 1134.094700, 679.934450, 593.355800
5575, 1352.999800, 716.199200, 1131.855050, 675.901600, 593.764800
5576, 1134.782050, 592.024900, 1139.228150, 677.565350, 591.190800
5577, 1355.665750, 719.385900, 1134.852300, 682.849900, 595.218950
5578, 1360.635600, 720.960500, 1136.976400, 819.428200, 596.819900
5579, 1358.257600, 719.736300, 1134.706850, 680.464700, 595.490600
5580, 1356.621950, 720.310550, 1131.802250, 686.268050, 607.622400
5581, 1357.029350, 718.819950, 1357.519450, 820.490000, 710.396450
5582, 1355.201150, 721.103250, 1134.597550, 683.439550, 644.703750
5583, 1362.363500, 719.749750, 1137.648000, 686.446700, 598.693850
5584, 1127.403800, 602.260700, 1130.211650, 688.876600, 600.382500
5585, 1136.323150, 598.067550, 1137.664650, 682.228050, 599.251400
5586, 1362.882650, 721.246750, 1138.428700, 684.658200, 598.832900
5587, 1359.522400, 717.567900, 1134.911000, 687.472100, 701.620250
5588, 1359.353750, 719.971150, 1135.270300, 686.763550, 615.459550
5589, 1361.634900, 723.483150, 1135.345750, 820.882100, 603.487050
5590, 1134.020750, 601.965400, 1136.432300, 689.350000, 597.817550
5591, 1368.303750, 720.433800, 1145.032500, 688.588850, 599.105500
5592, 1134.880100, 605.298400, 1134.075550, 687.311050, 600.438900
5593, 1367.129900, 719.636450, 1141.435650, 685.186500, 599.222200
5594, 1136.059500, 600.948150, 1138.255000, 686.389600, 600.234350
5595, 1364.614900, 725.526000, 1138.570200, 683.522400, 602.105800
5596, 1365.410850, 724.315050, 1139.335250, 689.902450, 598.085800
5597, 1368.039300, 722.474800, 1141.752700, 687.617700, 603.291950
5598, 1370.107950, 727.255200, 1145.391300, 689.580700, 605.478400
5599, 1371.805450, 727.934450, 1372.988150, 692.617350, 669.578550
5600, 1366.419700, 723.814500, 1144.940550, 684.837700, 598.231400
5601, 1135.916000, 607.694950, 1137.773850, 687.454700, 603.304950
5602, 1367.734150, 726.174550, 1146.821150, 692.800200, 601.271150
5603, 1364.399650, 727.793950, 1138.827400, 688.230250, 722.736000
5604, 1370.489550, 725.291150, 1145.221600, 692.341600, 667.491350
5605, 1368.155050, 724.156600, 1144.669900, 690.650950, 600.470900
5606, 1372.580550, 726.802850, 1148.702800, 692.286700, 602.932050
5607, 1144.965550, 604.979850, 1144.348100, 688.838550, 602.407700
5608, 1366.980200, 730.332450, 1368.230350, 685.943350, 599.012000
5609, 1377.033100, 724.262800, 1147.283100, 829.215150, 604.201100
5610, 1374.613050, 722.743600, 1376.912350, 691.355250, 696.975550
5611, 1144.591900, 604.450650, 1145.267650, 686.414700, 602.745900
5612, 1369.213600, 726.877550, 1145.901250, 692.943350, 605.533000
5613, 1365.202700, 726.867250, 1365.523350, 693.099150, 607.719750
5614, 1374.213650, 729.456850, 1148.744850, 690.604700, 606.184350
5615, 1375.991800, 734.233300, 1376.324300, 695.551300, 608.795000
5616, 1376.039050, 721.679450, 1148.518850, 692.667850, 655.776600
5617, 1377.775400, 727.493550, 1376.043600, 695.983750, 708.853150
5618, 1374.163600, 727.447450, 1150.478250, 690.998700, 607.314550
5619, 1155.882600, 604.581450, 1155.085650, 692.580200, 600.390900
5620, 1387.108450, 724.543250, 1159.659300, 691.546650, 597.930750
5621, 1386.763800, 725.925350, 1157.084700, 693.426800, 717.667200
5622, 1147.088050, 609.982200, 1147.249650, 699.119150, 607.038700
5623, 1377.913750, 730.231150, 1153.897100, 692.507750, 607.841400
5624, 1378.747350, 735.202550, 1153.956050, 694.299550, 616.522350
5625, 1381.072500, 732.016600, 1380.094900, 692.673850, 706.555900
5626, 1378.272850, 732.912350, 1378.948150, 692.441550, 652.002150
5627, 1151.339450, 607.239700, 1153.419550, 691.818550, 605.792300
5628, 1157.596000, 606.645350, 1161.646600, 690.818000, 601.205650
5629, 1386.407600, 729.745650, 1158.185100, 692.965750, 608.050000
5630, 1489.126650, 775.100700, 1243.291100, 721.827350, 653.054250
5631, 1242.066650, 646.112850, 1238.650000, 723.012850, 651.181900
5632, 1164.882550, 604.161050, 1169.721850, 694.322400, 601.971750
5633, 1389.474450, 727.000450, 1389.667900, 692.737500, 644.989750
5634, 1155.509450, 611.760250, 1157.380900, 830.293550, 603.171850
5635, 1377.278550, 735.020900, 1153.655500, 696.160150, 610.853100
5636, 1386.393800, 733.887950, 1156.545200, 700.705150, 608.697500
5637, 1391.115600, 733.230600, 1163.015200, 696.223800, 604.354200
5638, 1386.069450, 734.885700, 1160.835800, 694.386600, 609.585100
5639, 1383.396800, 734.711300, 1155.617650, 838.226500, 610.206350
5640, 1385.091950, 731.297150, 1155.576000, 700.671650, 605.414700
5641, 1389.850900, 734.730650, 1164.364400, 697.740800, 611.694950
5642, 1385.491350, 741.638650, 1158.909300, 695.355450, 691.290350
5643, 1157.082400, 613.523700, 1155.972400, 698.570500, 612.649000
5644, 1393.867650, 732.543650, 1165.874450, 837.027200, 611.534950
5645, 1163.642400, 610.301950, 1167.821750, 693.739100, 612.643050
5646, 1409.316700, 723.387100, 1177.469850, 696.323600, 602.096900
5647, 1391.308150, 737.811650, 1162.984250, 837.394100, 613.795100
5648, 1392.913600, 732.489850, 1161.040000, 699.540250, 611.432550
5649, 1384.555850, 738.002150, 1158.191000, 703.104500, 614.099750
5650, 1159.568850, 614.408150, 1160.532150, 702.322650, 610.063450
5651, 1394.609100, 735.255900, 1162.245850, 842.280600, 609.284750
5652, 1392.179150, 739.586050, 1161.350500, 697.847600, 611.399650
5653, 1397.673300, 731.473050, 1167.079100, 701.912350, 610.316550
5654, 1395.947750, 738.409350, 1163.987450, 699.645050, 614.447350
5655, 1621.056900, 861.311350, 1398.109500, 702.263900, 717.811550
5656, 1163.883100, 617.665100, 1164.428200, 701.741800, 612.859950
5657, 1170.166300, 610.124150, 1171.185450, 696.926250, 605.484950
5658, 1399.890650, 736.617000, 1400.737050, 838.416400, 642.648500
5659, 1397.302800, 742.752350, 1166.761300, 700.811600, 615.229500
5660, 1166.628100, 618.304850, 1167.292250, 698.788600, 613.038150
5661, 1622.941200, 867.192350, 1396.909600, 700.975450, 742.002300
5662, 1409.156350, 740.624350, 1175.214100, 706.637900, 622.893900
5663, 1397.713500, 741.793050, 1402.207000, 705.669150, 706.627450
5664, 1171.571250, 615.988900, 1172.298450, 700.192900, 612.763300
5665, 1166.770600, 615.353850, 1168.782900, 698.991050, 614.594000
5666, 1404.412300, 735.607650, 1174.882050, 699.641700, 616.423650
5667, 1396.333900, 743.082300, 1169.735100, 701.383550, 617.456450
5668, 1393.823600, 746.949800, 1163.736950, 700.175750, 616.023200
